
----------------------------------------
JN18122.log
detection date	time	duration	tag type	tag id	read count	empty record count	antenna num
06/16/12	01:31:57	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	01:46:51	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	02:01:46	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	02:16:40	00:00:00	R	0000_0000000174764773	2	4440	A1
06/16/12	02:31:35	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	02:46:30	00:00:00	R	0000_0000000174764773	2	4441	A1
06/16/12	03:01:24	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	03:16:19	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	03:31:13	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	03:46:08	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	04:01:03	00:00:00	R	0000_0000000174764773	2	4441	A1
06/16/12	04:15:57	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	04:30:52	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	04:45:47	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	05:00:41	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	05:15:36	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	05:30:31	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	05:45:25	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	06:00:20	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	06:15:14	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	06:30:09	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	06:45:04	00:00:00	R	0000_0000000174764773	2	4443	A1
06/16/12	06:59:58	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	07:14:53	00:00:00	R	0000_0000000174764773	2	4442	A1
06/16/12	07:29:47	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	07:44:42	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	07:59:36	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	08:14:30	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	08:29:25	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	08:44:19	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	08:59:13	00:00:00	R	0000_0000000174764773	2	4441	A1
06/16/12	09:14:07	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	09:29:02	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	09:43:56	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	09:58:50	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	10:13:44	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	10:28:38	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	10:43:32	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	10:58:26	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	11:13:21	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	11:28:15	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	11:43:09	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	11:58:03	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	12:12:57	00:00:00	R	0000_0000000174764773	1	4440	A1
06/16/12	12:27:52	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	12:42:46	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	12:57:40	00:00:00	R	0000_0000000174764773	1	4440	A1
06/16/12	13:12:34	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	13:27:28	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	13:42:22	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	13:57:16	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	14:12:11	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	14:27:05	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	14:41:59	00:00:00	R	0000_0000000174764773	2	4441	A1
06/16/12	14:56:53	00:00:00	R	0000_0000000174764773	1	4441	A1
06/16/12	15:11:48	00:00:00	R	0000_0000000174764773	1	4442	A1
06/16/12	15:26:42	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	15:41:36	00:00:00	R	0000_0000000174764773	2	4442	A1
06/16/12	15:56:31	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	16:11:26	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	16:26:20	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	16:41:15	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	16:56:09	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	17:11:04	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	17:25:59	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	17:40:53	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	17:55:48	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	18:10:43	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	18:25:37	00:00:00	R	0000_0000000174764773	2	4443	A1
06/16/12	18:40:32	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	18:55:27	00:00:00	R	0000_0000000174764773	2	4443	A1
06/16/12	19:10:22	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	19:25:16	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	19:40:11	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	19:55:06	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	20:10:00	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	20:24:55	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	20:39:50	00:00:00	R	0000_0000000174764773	1	4443	A1
06/16/12	20:54:44	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	21:09:39	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	21:24:34	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	21:39:29	00:00:00	R	0000_0000000174764773	1	4444	A1
06/16/12	21:54:24	00:00:00	R	0000_0000000174764773	1	4443	A1
