"tag_short","ping_time","antenna","tag_time","species"
"181177672",2014-05-06 11:43:51.93,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:53.78,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:56.50,"A4",2014-05-07 09:03:00,"American Shad"
"181177672",2014-05-06 11:43:56.63,"A4",2014-05-07 09:03:00,"American Shad"
"181177697",2014-05-25 13:34:16.69,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:34:18.30,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:36:21.03,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:42:23.19,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:43:00.61,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:43:00.86,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:43:45.31,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:43:45.56,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:45:39.36,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:45:39.50,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:45:42.00,"A1",2014-05-26 09:30:00,"American Shad"
"181177697",2014-05-25 13:45:42.86,"A1",2014-05-26 09:30:00,"American Shad"
"181177663",2014-05-15 14:33:58.49,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:33:58.56,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:34:01.25,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:07.73,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:08.41,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:09.25,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:11.98,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:12.66,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:12.75,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:28.05,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:30.74,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:34.08,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:34.93,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:35.56,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:36.47,"A4",2016-04-25 13:00:00,"American Shad"
"181177663",2014-05-15 14:37:38.93,"A4",2016-04-25 13:00:00,"American Shad"
